;combo;num_outlets;num_appearances;normalized_appearances;year;month;month_half;FarRight;Right;CenterRight;Center;CenterLeft;Left;FarLeft
1468;none.none.none;15;44;18.857142857142858;2022;2;15;0;0;18;4;14;8;0
1469;acting fda commissioner dr. janet woodcock, dr. catherine blish.johnson & johnson's coronavirus vaccine.none;1;2;0.05714285714285714;2022;2;15;0;0;0;0;0;2;0
1470;none.city of san francisco.san francisco unified school district (sfusd);1;2;0.05714285714285714;2022;2;15;0;0;0;0;0;2;0
1471;vaccines.covid-19.none;1;2;0.05714285714285714;2022;2;15;0;0;0;0;2;0;0
1472;trump administration.trump administration.uninsured people;1;2;0.05714285714285714;2022;2;15;0;0;0;0;2;0;0
1473;state attorneys general.google.consumers;1;2;0.05714285714285714;2022;2;15;0;0;0;2;0;0;0
1474;retail workers.none.none;1;2;0.05714285714285714;2022;2;15;0;0;0;2;0;0;0
1475;ralph gonsalves.la soufriere volcano.residents of st. vincent;1;2;0.05714285714285714;2022;2;15;0;0;0;2;0;0;0
1476;nvidia.none.none;1;2;0.05714285714285714;2022;2;15;0;0;0;2;0;0;0
1477;none.nuon chea.khieu samphan};1;2;0.05714285714285714;2022;2;15;0;0;0;2;0;0;0
1478;none.none.none;8;24;17.454545454545453;2022;3;1;0;0;8;14;2;0;0
1479;fiona hill.rudy giuliani.marie yovanovitch};1;2;0.18181818181818182;2022;3;1;0;0;0;2;0;0;0
1480;mohammed.raephelle.none;1;2;0.18181818181818182;2022;3;1;0;0;0;2;0;0;0
1481;tedros adhanom ghebreyesus.who spokesperson.journalists, virologists, and the public;1;2;0.18181818181818182;2022;3;1;0;0;2;0;0;0;0
1482;none.none.none;28;76;50.666666666666664;2022;3;15;0;6;34;24;12;0;0
1483;adam duvall.none.none;1;2;0.047619047619047616;2022;3;15;0;0;2;0;0;0;0
1484;andres martinez fernandez.evo morales.bolivia;1;2;0.047619047619047616;2022;3;15;0;0;0;2;0;0;0
1485;wayne huizenga.none.cam cameron;1;2;0.047619047619047616;2022;3;15;0;0;2;0;0;0;0
1486;sri swami sivananda.none.none;1;2;0.047619047619047616;2022;3;15;0;0;2;0;0;0;0
1487;sonny perdue.chinese vice premier liu he.us farmers;1;2;0.047619047619047616;2022;3;15;0;0;2;0;0;0;0
1488;potsticker woman.none.none;1;2;0.047619047619047616;2022;3;15;0;0;0;0;0;2;0
1489;none.isis.none;1;2;0.047619047619047616;2022;3;15;0;0;0;0;0;2;0
1490;none.donald trump.the us economy};1;2;0.047619047619047616;2022;3;15;0;0;0;0;2;0;0
1491;none.donald trump.none;1;2;0.047619047619047616;2022;3;15;0;0;0;2;0;0;0
1492;none.none.none;27;78;47.86363636363637;2022;4;1;0;4;10;40;22;2;0
1493;air chief marshal sir stephen dalton.none.none;1;2;0.045454545454545456;2022;4;1;0;0;2;0;0;0;0
1494;judicial watch.obama administration.none;1;2;0.045454545454545456;2022;4;1;0;2;0;0;0;0;0
1495;marouane fellaini.manchester united.everton;1;2;0.045454545454545456;2022;4;1;0;0;2;0;0;0;0
1496;none.aug 3, 2018 the eslint-scope npm package.openssh key encryption;1;2;0.045454545454545456;2022;4;1;0;0;2;0;0;0;0
1497;none.bridgeman art library.corel corporation;1;2;0.045454545454545456;2022;4;1;0;0;2;0;0;0;0
1498;none.checkers drive-in restaurants inc..the wall street journal;1;2;0.045454545454545456;2022;4;1;0;0;2;0;0;0;0
1499;none.f.b.i..donald trump;1;2;0.045454545454545456;2022;4;1;0;0;2;0;0;0;0
1500;none.germany.hungary;1;2;0.045454545454545456;2022;4;1;0;0;2;0;0;0;0
1501;none.jody l. kriss.none;1;2;0.045454545454545456;2022;4;1;0;0;2;0;0;0;0
1502;none.none.none;24;60;36.0;2022;4;15;2;6;16;30;6;0;0
1503;anonymous.isil fighters.none;1;2;0.05;2022;4;15;0;0;2;0;0;0;0
1504;apple inc..none.none;1;2;0.05;2022;4;15;0;0;0;0;2;0;0
1505;trish greenhalgh.none.none;1;2;0.05;2022;4;15;0;0;2;0;0;0;0
1506;taro kono.pfizer.japanese people;1;2;0.05;2022;4;15;0;0;0;0;2;0;0
1507;steve bullock.anita milanovich.none;1;2;0.05;2022;4;15;0;0;2;0;0;0;0
1508;stefano bertuzzi.impact factor.scientists, funders, and journals who use impact factors inappropriately;1;2;0.05;2022;4;15;0;0;0;0;2;0;0
1509;shane beamer.jeff monken.will muschamp;1;2;0.05;2022;4;15;0;0;0;2;0;0;0
1510;salo landua.arthur dunkelblum.wilhelm steinitz;1;2;0.05;2022;4;15;0;0;2;0;0;0;0
1511;romania.russia.none;1;2;0.05;2022;4;15;0;0;2;0;0;0;0
1512;none.none.none;107;302;62.62403100775194;2022;5;1;26;40;96;36;24;38;42
1513;none.vladimir putin.ukraine;5;10;0.09689922480620156;2022;5;1;0;0;0;0;2;2;6
1514;none.russia.ukraine;3;6;0.03488372093023256;2022;5;1;0;2;0;2;0;0;2
1515;james cameron.none.none;3;6;0.03488372093023256;2022;5;1;2;0;0;0;2;0;2
1516;tom brady.none.none;3;6;0.03488372093023256;2022;5;1;4;0;0;0;2;0;0
1517;hakeem jeffries.clarence thomas.ginni thomas;2;6;0.023255813953488372;2022;5;1;0;0;0;0;0;2;4
1518;jimmy hanaie.none.none;1;12;0.023255813953488372;2022;5;1;0;0;0;0;0;0;12
1519;joe biden.vladimir putin.ukraine;2;4;0.015503875968992248;2022;5;1;0;2;2;0;0;0;0
1520;none.none.americans;2;4;0.015503875968992248;2022;5;1;2;0;0;0;0;0;2
1521;benedict cumberbatch.none.none;2;4;0.015503875968992248;2022;5;1;0;0;0;0;2;0;2
1522;none.none.none;198;684;192.10212765957448;2022;5;15;78;102;182;102;72;56;92
1523;jimmy hanaie.none.none;1;36;0.05106382978723405;2022;5;15;0;0;0;0;0;0;36
1524;none.russia.ukraine;4;8;0.04539007092198582;2022;5;15;2;0;2;0;0;4;0
1525;none.johnny depp.amber heard;3;6;0.025531914893617023;2022;5;15;0;0;0;2;0;4;0
1526;harry styles.none.none;3;6;0.025531914893617023;2022;5;15;2;0;0;0;0;4;0
1527;none.donald trump.none;2;8;0.02269503546099291;2022;5;15;0;0;0;0;0;2;6
1528;none.marjorie taylor greene.none;2;4;0.011347517730496455;2022;5;15;0;0;0;0;0;2;2
1529;elon musk.none.none;2;4;0.011347517730496455;2022;5;15;2;0;0;0;0;2;0
1530;ruben östlund.none.none;2;4;0.011347517730496455;2022;5;15;0;0;0;2;2;0;0
1531;ewan mcgregor.none.none;2;4;0.011347517730496455;2022;5;15;2;0;0;0;2;0;0
1532;none.none.none;72;292;58.400000000000006;2022;6;1;124;58;30;0;0;32;48
1533;none.donald trump.none;4;8;0.08888888888888889;2022;6;1;2;2;0;0;0;2;2
1534;none.joe biden.americans;3;6;0.05;2022;6;1;4;2;0;0;0;0;0
1535;jimmy hanaie.none.none;1;16;0.044444444444444446;2022;6;1;0;0;0;0;0;0;16
1536;none.russia.ukraine;2;4;0.022222222222222223;2022;6;1;0;0;0;0;0;0;4
1537;none.vladimir putin.ukraine;2;4;0.022222222222222223;2022;6;1;0;0;0;0;0;0;4
1538;john hauser.none.none;1;8;0.022222222222222223;2022;6;1;0;0;8;0;0;0;0
1539;tom cruise.none.none;2;4;0.022222222222222223;2022;6;1;2;2;0;0;0;0;0
1540;liz cheney.scott perry.none;2;4;0.022222222222222223;2022;6;1;0;0;0;0;0;0;4
1541;none.boris johnson.none;2;4;0.022222222222222223;2022;6;1;0;0;2;0;0;2;0
1542;none.none.none;113;422;120.41919191919192;2022;6;15;164;70;58;0;0;68;62
1543;none.joe biden.americans;4;8;0.08080808080808081;2022;6;15;6;2;0;0;0;0;0
1544;jimmy hanaie.none.none;1;22;0.05555555555555556;2022;6;15;0;0;0;0;0;0;22
1545;none.none.robert matthew farley;1;14;0.03535353535353536;2022;6;15;0;0;0;0;0;0;14
1546;none.vladimir putin.western leaders;2;4;0.020202020202020204;2022;6;15;0;2;0;0;0;0;2
1547;none.vladimir putin.none;2;4;0.020202020202020204;2022;6;15;0;4;0;0;0;0;0
1548;none.inflation.consumers;2;4;0.020202020202020204;2022;6;15;2;2;0;0;0;0;0
1549;stephen curry.none.none;2;4;0.020202020202020204;2022;6;15;0;0;2;0;0;2;0
1550;j. michael luttig.donald trump.america's democracy;2;4;0.020202020202020204;2022;6;15;0;0;0;0;0;2;2
1551;none.vladimir putin.ukraine};2;4;0.020202020202020204;2022;6;15;0;2;0;0;0;0;2
1552;none.none.none;94;318;81.0081300813008;2022;7;1;54;142;52;0;0;36;34
1553;jimmy hanaie.none.none;1;26;0.07046070460704607;2022;7;1;0;0;0;0;0;0;26
1554;none.donald trump.none;3;6;0.04878048780487805;2022;7;1;0;0;0;0;0;2;4
1555;none.none.robert matthew farley;1;16;0.04336043360433604;2022;7;1;0;0;0;0;0;0;16
1556;none.donald trump.cassidy hutchinson;2;4;0.02168021680216802;2022;7;1;0;0;0;0;0;2;2
1557;simone biles.none.none;2;4;0.02168021680216802;2022;7;1;2;0;0;0;0;0;2
1558;none.vladimir putin.ukraine;2;4;0.02168021680216802;2022;7;1;2;0;0;0;0;0;2
1559;none.iran.russia;2;4;0.02168021680216802;2022;7;1;0;2;0;0;0;0;2
1560;jill biden.ted cruz.none;2;4;0.02168021680216802;2022;7;1;2;0;0;0;0;0;2
1561;none.jamal khashoggi.jamal khashoggi;2;4;0.02168021680216802;2022;7;1;2;0;0;0;0;0;2
1562;none.none.none;116;372;108.42211055276381;2022;7;15;64;140;70;0;0;46;52
1563;none.joe biden.americans;5;10;0.1256281407035176;2022;7;15;8;0;0;0;0;0;2
1564;none.donald trump.none;3;12;0.09045226130653267;2022;7;15;0;0;0;0;0;0;12
1565;jimmy hanaie.none.none;1;34;0.08542713567839195;2022;7;15;0;0;0;0;0;0;34
1566;joe biden.none.none;2;6;0.03015075376884422;2022;7;15;0;4;2;0;0;0;0
1567;none.trent william millsap.bobby east;2;4;0.020100502512562814;2022;7;15;4;0;0;0;0;0;0
1568;none.russia.ukraine;2;4;0.020100502512562814;2022;7;15;0;0;2;0;0;2;0
1569;paul sorvino.none.none;2;4;0.020100502512562814;2022;7;15;0;0;0;0;0;4;0
1570;none.china.taiwan;2;4;0.020100502512562814;2022;7;15;0;4;0;0;0;0;0
1571;none.joshua findlay.none;2;4;0.020100502512562814;2022;7;15;0;0;0;0;0;0;4
1572;none.none.none;91;342;85.5;2022;8;1;134;44;52;0;0;40;72
1573;none.alex jones.none;4;8;0.08791208791208792;2022;8;1;0;0;0;0;0;2;6
1574;none.donald trump.none;3;10;0.08241758241758242;2022;8;1;0;0;0;0;0;0;10
1575;merrick garland.donald trump.none;3;6;0.049450549450549455;2022;8;1;0;0;0;0;0;2;4
1576;none.donald trump.fbi;3;6;0.049450549450549455;2022;8;1;2;0;0;0;0;0;4
1577;none.china.taiwan;3;6;0.049450549450549455;2022;8;1;0;2;2;0;0;2;0
1578;nancy pelosi.china.none;2;4;0.02197802197802198;2022;8;1;4;0;0;0;0;0;0
1579;none.fbi.donald trump;2;4;0.02197802197802198;2022;8;1;0;2;0;0;0;0;2
1580;bill russell.none.none;2;4;0.02197802197802198;2022;8;1;0;2;0;0;0;2;0
1581;serena williams.none.none;2;4;0.02197802197802198;2022;8;1;0;2;0;0;0;2;0
1582;none.none.none;99;392;98.74809160305342;2022;8;15;188;50;36;0;0;48;70
1583;none.donald trump.none;7;24;0.42748091603053434;2022;8;15;2;0;2;0;0;4;16
1584;serena williams.none.none;3;8;0.061068702290076333;2022;8;15;2;0;0;0;0;4;2
1585;rihanna.none.none;2;6;0.03053435114503817;2022;8;15;0;0;0;0;0;2;4
1586;gavin newsom.none.none;2;4;0.020356234096692113;2022;8;15;0;0;2;0;0;2;0
1587;joe biden.donald trump.liz cheney;2;4;0.020356234096692113;2022;8;15;2;2;0;0;0;0;0
1588;simon stiell.none.none;2;4;0.020356234096692113;2022;8;15;0;0;4;0;0;0;0
1589;joe biden.none.none;2;4;0.020356234096692113;2022;8;15;0;2;0;0;0;2;0
1590;donald trump.fbi.none;2;4;0.020356234096692113;2022;8;15;2;2;0;0;0;0;0
1591;joe burrow.none.none;2;4;0.020356234096692113;2022;8;15;0;2;2;0;0;0;0
1592;none.none.none;165;512;185.67032967032966;2022;9;1;58;56;48;136;0;136;78
1593;queen elizabeth ii.none.none;4;8;0.07032967032967033;2022;9;1;2;0;2;0;0;4;0
1594;king charles iii.none.none;3;6;0.03956043956043956;2022;9;1;0;0;4;2;0;0;0
1595;none.donald trump.none;3;6;0.03956043956043956;2022;9;1;0;0;0;0;0;0;6
1596;florence pugh.none.none;3;6;0.03956043956043956;2022;9;1;2;0;2;0;0;2;0
1597;none.donald trump.fbi;2;4;0.017582417582417582;2022;9;1;0;0;0;0;0;0;4
1598;none.steve bannon.none;2;4;0.017582417582417582;2022;9;1;0;2;0;0;0;0;2
1599;none.joe biden.none;2;4;0.017582417582417582;2022;9;1;0;2;0;0;0;2;0
1600;jeff german.robert telles.jeff german;2;4;0.017582417582417582;2022;9;1;0;2;0;0;0;2;0
1601;none.cleotha abston.eliza fletcher;2;4;0.017582417582417582;2022;9;1;0;2;0;0;0;0;2
1602;none.none.none;181;538;180.32962962962964;2022;9;15;48;84;66;132;0;136;72
1603;none.ron desantis.migrants;5;10;0.09259259259259259;2022;9;15;2;0;0;2;0;4;2
1604;none.russia.ukraine;4;8;0.05925925925925926;2022;9;15;2;2;0;0;0;2;2
1605;joe biden.none.none;4;8;0.05925925925925926;2022;9;15;2;0;0;2;0;2;2
1606;none.giorgia meloni.none;3;6;0.03333333333333333;2022;9;15;2;0;0;0;0;0;4
1607;none.donald trump.none;2;4;0.014814814814814815;2022;9;15;0;0;0;0;0;0;4
1608;king charles iii.none.none;2;4;0.014814814814814815;2022;9;15;2;0;0;0;0;0;2
1609;none.donald trump.republican party;2;4;0.014814814814814815;2022;9;15;0;0;0;0;0;0;4
1610;none.fbi.donald trump;2;4;0.014814814814814815;2022;9;15;2;2;0;0;0;0;0
1611;none.tristan thompson.khloe kardashian;2;4;0.014814814814814815;2022;9;15;0;2;0;2;0;0;0
1612;none.none.none;121;338;84.67494824016563;2022;10;1;42;60;30;36;0;134;36
1613;none.donald trump.none;7;16;0.2318840579710145;2022;10;1;2;4;0;0;0;2;8
1614;none.vladimir putin.ukraine;4;8;0.06625258799171843;2022;10;1;0;2;0;0;0;2;4
1615;none.vladimir putin.none;3;6;0.037267080745341616;2022;10;1;2;2;0;0;0;0;2
1616;raphael warnock.herschel walker.none;3;6;0.037267080745341616;2022;10;1;0;0;4;0;0;0;2
1617;david weiss.hunter biden.none;2;4;0.016563146997929608;2022;10;1;0;2;0;2;0;0;0
1618;none.north korea.japan;2;4;0.016563146997929608;2022;10;1;2;2;0;0;0;0;0
1619;sony.none.none;2;4;0.016563146997929608;2022;10;1;0;2;2;0;0;0;0
1620;joe biden.none.none;2;4;0.016563146997929608;2022;10;1;2;0;0;0;0;0;2
1621;anna kikina.none.none;2;4;0.016563146997929608;2022;10;1;0;0;2;2;0;0;0
1622;none.none.none;150;448;130.99415204678363;2022;10;15;50;68;58;44;0;156;72
1623;none.russia.ukraine;5;10;0.09746588693957114;2022;10;15;0;2;2;2;0;2;2
1624;none.donald trump.none;3;14;0.08187134502923976;2022;10;15;0;0;0;0;0;0;14
1625;none.steve bannon.none;4;10;0.07797270955165692;2022;10;15;0;2;0;0;0;2;6
1626;none.joe biden.none;3;6;0.03508771929824561;2022;10;15;0;6;0;0;0;0;0
1627;none.republican party.democratic party;2;6;0.023391812865497075;2022;10;15;0;0;0;0;0;2;4
1628;"none
villain: none
victim: none.none.none";2;4;0.015594541910331383;2022;10;15;0;0;2;2;0;0;0
1629;none.elon musk.twitter users;2;4;0.015594541910331383;2022;10;15;2;0;0;0;0;2;0
1630;none.donald trump.joe biden;2;4;0.015594541910331383;2022;10;15;2;0;0;0;0;0;2
1631;paul pelosi.attacker.nancy pelosi;2;4;0.015594541910331383;2022;10;15;0;0;0;0;0;0;4
1632;none.none.none;100;316;88.51540616246498;2022;11;1;50;62;52;128;0;0;24
1633;none.elon musk.twitter employees;3;6;0.05042016806722689;2022;11;1;4;2;0;0;0;0;0
1634;mark kelly.blake masters.none;2;4;0.022408963585434174;2022;11;1;2;2;0;0;0;0;0
1635;joe biden.none.none;2;4;0.022408963585434174;2022;11;1;0;2;0;2;0;0;0
1636;bipasha basu.none.none;2;4;0.022408963585434174;2022;11;1;0;0;2;2;0;0;0
1637;virat kohli.none.none;2;4;0.022408963585434174;2022;11;1;0;0;2;2;0;0;0
1638;none.joe biden.none;2;4;0.022408963585434174;2022;11;1;4;0;0;0;0;0;0
1639;john armstrong.quality assurance agency (qaa).mathematics;2;4;0.022408963585434174;2022;11;1;2;2;0;0;0;0;0
1640;rishi sunak.none.none;2;4;0.022408963585434174;2022;11;1;0;2;0;2;0;0;0
1641;'ali bin samikh al marri'.'amnesty international and human rights watch'.'migrant workers'};1;2;0.0056022408963585435;2022;11;1;0;0;0;2;0;0;0
1642;none.none.none;101;548;147.98930481283423;2022;11;15;50;74;46;124;0;0;254
1643;cristiano ronaldo.none.none;3;8;0.06417112299465241;2022;11;15;0;0;2;2;0;0;4
1644;joe biden.none.none;3;6;0.04812834224598931;2022;11;15;2;0;4;0;0;0;0
1645;none.russia.ukraine;3;6;0.04812834224598931;2022;11;15;2;0;2;0;0;0;2
1646;none.none.clarence avant;1;12;0.0320855614973262;2022;11;15;0;0;0;0;0;0;12
1647;none.donald trump.republican party;2;4;0.0213903743315508;2022;11;15;0;0;0;2;0;0;2
1648;none.donald trump.none;2;4;0.0213903743315508;2022;11;15;0;0;0;0;0;0;4
1649;christine mcvie.none.none;2;4;0.0213903743315508;2022;11;15;0;0;2;2;0;0;0
1650;none.none.homes, roads and campgrounds in bollinger county;1;8;0.0213903743315508;2022;11;15;0;0;0;0;0;0;8
1651;none.russia.poland;2;4;0.0213903743315508;2022;11;15;2;0;2;0;0;0;0
1652;none.none.none;113;496;112.77263581488933;2022;12;1;54;150;44;46;0;52;150
1653;lionel messi.none.none;8;16;0.2575452716297787;2022;12;1;0;0;14;0;0;0;2
1654;brittney griner.viktor bout.paul whelan;3;6;0.03621730382293763;2022;12;1;0;2;2;0;0;2;0
1655;elon musk.none.none;3;6;0.03621730382293763;2022;12;1;2;0;0;2;0;0;2
1656;mariah carey.none.none;2;4;0.01609657947686117;2022;12;1;0;0;0;2;0;0;2
1657;none.sam bankman-fried.none;2;4;0.01609657947686117;2022;12;1;0;0;2;0;0;0;2
1658;oleksandra matviichuk.vladimir putin.ukraine;2;4;0.01609657947686117;2022;12;1;0;0;0;4;0;0;0
1659;none.russia.ukraine;2;4;0.01609657947686117;2022;12;1;2;0;0;0;0;0;2
1660;kylian mbappe.none.none;2;4;0.01609657947686117;2022;12;1;0;0;2;2;0;0;0
1661;aaron judge.none.none;2;4;0.01609657947686117;2022;12;1;0;0;2;2;0;0;0
1662;none.none.none;121;562;146.87257019438445;2022;12;15;66;182;66;32;0;36;180
1663;none.russia.ukraine;4;8;0.06911447084233262;2022;12;15;0;0;0;2;0;2;4
1664;pelé.none.none;3;8;0.05183585313174946;2022;12;15;0;0;2;0;0;6;0
1665;none.donald trump.none;3;6;0.038876889848812095;2022;12;15;0;2;0;0;0;2;2
1666;none.joe biden.americans;2;6;0.02591792656587473;2022;12;15;4;2;0;0;0;0;0
1667;none.elon musk.none;2;6;0.02591792656587473;2022;12;15;0;0;2;0;0;2;2
1668;none.joe biden.none;2;4;0.017278617710583154;2022;12;15;2;2;0;0;0;0;0
1669;johnny casali.california taxes and regulations.small california cannabis farmers;2;4;0.017278617710583154;2022;12;15;0;0;0;0;0;4;0
1670;none.none.vanessa guillen's family;1;8;0.017278617710583154;2022;12;15;0;0;0;0;0;0;8
1671;brittney griner.viktor bout.paul whelan;2;4;0.017278617710583154;2022;12;15;2;0;0;0;0;2;0
